description,genre
"Haim stars as Griffin, a rollerblader in the not so distant future of Los Angeles which is in a sad state, the city is deep in crime and drug activity in the wake of a catastrophic nation-wide economic crash caused by the stupidity and greed of the previous generation. The film includes ominous reminders of both the past and present, including news reports of riots in Washington D.C., a newspaper headline that proclaims ""GERMANY BUYS POLAND"", and a reference to the Israeli Defense Forces ""cleaning up Northern Ireland"". A rollerblade-wearing white supremacist youth gang known as the Rollerboys fight for spiritual and economic control of what's left of the city. The fascist group is founded and led by a childhood neighbour of Griffin's. The Rollerboys carry out their eugenic agenda through both violent gun battles with ethnic gangs, and especially through their distribution of the drug ""mist"". When Griffin's little...",Science Fiction
"After a herd of reindeer are mysteriously found dead following a meteorite crash in a remote part of Lapland in northern Sweden, soldiers and a geologist are called out to investigate.",Science Fiction
"{{Anchors}} The film begins with Ray being fired from his job at a local theme park. His two friends Pete and Toby dress in brightly coloured fluffy dinosaur costumes to promote ""Dinoburgers"" at the theme park restaurant. Pete has a side bet with Toby that Ray will not be able to go five minutes without mentioning time travel, which Pete wins. After work they chat in a cafe, then go to the cinema. Leaving the film they complain about the quality of the movie, and that someone should write a letter to Hollywood. Toby declares that he has many great ideas and reads some from his notebook, which the others promptly mock. In the pub he does write the letter and complains about remakes, Jude Law, Han shot first, and mentions ""more Firefly and/or Serenity"" as a positive suggestion. He tears the completed letter out of his notebook and leaves...",Science Fiction
"Five people – Englishwoman Evelyn Wingate, American reporter Jonathan Clark, Chinese peasant Su Tan, German physicist Klaus Bechner, and Soviet soldier Ivan Godofsky – are plucked from their everyday lives and transported to a spacecraft. There they are confronted by a humanoid referring to himself only as ""The Alien"" Arnold Moss, who explains that he is the representative from a world orbiting a sun about to go nova. Needing a new world within the next 35 days yet prohibited by their moral code from killing intelligent life, he provides each of the five with sets of three capsules, each capable of destroying all human life within a 3,000-mile diameter, with the expectation that humans will use the capsules to obliterate themselves, leaving the planet free for alien colonization. The capsules are distributed in containers that can only be opened by the thought waves of the person to whom they were...",Science Fiction
"Set in 1944-1945, the story focuses on an apolitical Irish district nurse, Pauline. Following an upsurge in partisan activity in her area, she is forcibly evacuated from her village by the Germans and their collaborators and witnesses an attack on the German forces by a group of British partisans, during which a number of her friends from the village are killed in the crossfire. The attack later influences her views and decisions. She is evacuated to London, where she reluctantly becomes a collaborator, joining the medical wing of the ""Immediate Action Organisation"" , a kind of quasi-paramilitary medical corps and is re-trained as an ambulance attendant. Although at first reluctant and intent on remaining apolitical, Pauline begins to show the effects of fascist indoctrination in her behaviour. It is a reunion with old friends that gives Pauline pause and when she subsequently discovers they are harbouring an injured partisan she...",Science Fiction
"Eve is a woman who was raised by apes in the African jungles, known to the natives as the sacred ""White Monkey"". A mad scientist is implanting control devices into the skulls of gorillas, plotting to take control of the world by using similar devices on powerful politicians. A soldier of fortune whom the scientist double crossed years before comes gunning for his enemy after radio-controlled gorillas attack a safari camp and make off with a young woman. Eve leads our hero to the mad scientist and the gorillas turn on their master before the underground control center goes up in smoke.",Science Fiction
"Upendra plays a lovelorn nerd Surendra who can do anything to get Manisha to love him. Desperate to impress her and unable to do so himself, he seeks the help of his maverick scientist professor . The professor comes up with a clone of Surendra who will do the bit of impressing Manisha, and once the task is accomplished, the real Surendra will take over. However, things go berserk after the professor gives Surendra’s clone - an android robot - the ability to think and act like humans. He bestows the clone named US 47 with human discretion and human emotion. The idea of the clone backfires when US 47 starts using his discretion and falls in love with Manisha. Using his robotic strength and human intelligence, and of course the help of a lab monkey , US 47 proves to be a formidable enemy to Surendra over Manisha. Now...",Science Fiction
"All of the women on the planet Mars have died in an atomic war, except for Martian Princess Marcuzan . Marcuzan and her right hand man, Dr. Nadir , decide they will travel to Earth and steal all of the women on the planet in order to continue the Martian race. The Martians shoot down a space capsule manned by the android Colonel Frank Saunders , causing it to crash in Puerto Rico. Frankenstein's electronic brain and the left half of his face are damaged after encountering a trigger-happy Martian and his ray gun. Frank, now ""Frankenstein"", described by his creator as an ""astro-robot without a control system"" proceeds to terrorize the island. A subplot involves the martians abducting bikini clad women. The title's space monster refers to the radiation-scarred mutation 'Mull' brought along as part of the alien invasion force. The Frankenstein android and Mull confront one another at...",Science Fiction
"As Quatermass struggles to gain Government support for his plans for the colonisation of the Moon, he becomes interested in reports of meteorites landing in an area known as Winnerden Flats. Travelling to the area with his colleague, Marsh , Quatermass is astounded to find a huge complex under construction, apparently based on his plans for a Moon colony. Marsh finds one of the meteorites, which cracks open leaving him injured with a V-shaped mark on his face. Armed guards from the plant, who are sporting similar V-shaped marks, arrive and take Marsh away. Quatermass is knocked down and ordered away by men with machine guns. Trying to discover what is going on at the plant and what has happened to Marsh, Quatermass contacts Inspector Lomax , the police officer who assisted him in The Quatermass Xperiment. Lomax puts him in touch with Vincent Broadhead , a Member of Parliament...",Science Fiction
"In 2020, human boxers have been replaced by robot boxers. Charlie Kenton is a former boxer who owns such a robot, Ambush, competing in unsanctioned matches and in exhibitions with it. At a rural fair, Ambush is destroyed by Black Thunder, a bull belonging to promoter Ricky . Having made a bet that Ambush would win, Charlie now owes Ricky $20,000, which he doesn't pay before leaving. Charlie is informed his ex-wife has died, and that he must attend a hearing to decide the fate of his preteen son Max . Max's wealthy aunt Debra and uncle Marvin want full custody, which Charlie gives them in exchange for $100,000, half in advance, on the condition that Charlie take care of Max for three months while the couple are away on a second anniversary. Charlie and Max meet with Charlie's childhood friend Bailey Tallet , who runs the boxing gym of...",Science Fiction
"The films opens with a trio of grave robbers delivering a corpse to Baron Frankenstein and his assistant Dr. Marshall , for obvious reanimation purposes. Baron Frankenstein's daughter Tania arrives from school, having completed her studies in medicine, and is greeted by her father and his servant, the handsome but mildly retarded Thomas. Tania reveals to her father that she has always understood his work with ""animal transplants"" to be a cover for his work reanimating corpses, and that she intends to follow in his footsteps and help him in his work. The next day, Frankenstein, Tania, and Marshall witness the execution of a criminal who is hanged down a well, and it is implied that his body will be harvested for their experimentation. Law enforcement agent Captain Harris arrives to harass Lynch at the hanging. Harris claims to be on to Lynch's grave robbing. That evening, having harvested salient...",Science Fiction
"Set in March UC 0093, the film features the return of main antagonist Char Aznable, who has emerged after five years in hiding to lead the Neo-Zeon once more in the fight for independence from the Earth Federation. Still determined to make humankind fully colonize in space, he mobilizes Neo-Zeon forces to drop the asteroid 4th Luna on the Federation headquarters in Lhasa, Tibet. Under the guise of surrendering the entire Neo-Zeon forces, he plans to drop the Axis asteroid base on Earth as well. However, the Federation has assigned its own anti-insurgent task force, the Londo Bell, to take him down. Among the Londo Bell's members are One Year War veterans Bright Noa and Amuro Ray, whom Char wants to kill in revenge for the death of Lalah Sune. A major battle around Axis breaks out as the Londo Bell struggle to stop Char before the asteroid enters Earth's...",Science Fiction
"Tromaville's nuclear reactor has been rebuilt and the Nukamama Corporation that funded it has incorporated a new college, the Tromaville Institute of Technology , inside the design, as an effort to atone for the events of the first film. Located inside the nuclear plant, is where Professor Holt who has perfected a race of 'Sub-humanoids'; Living beings without emotions, who have been created and programmed to perform menial tasks. When school reporter Roger Smith meets a beautiful subhumanoid named Victoria, they fall in love. However, the creatures have a tendency to go into spontaneous meltdown. Roger is now determined to save Victoria from this messy fate, but first he'll have to face the giant mutant squirrel, Tromie, who attacks Tromaville tech in the climax. A third film, Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid, was released in 1994.",Science Fiction
"The film opens with an explaination about deep water trenches with undiscovered sea life. A boat is being piloted through a storm on the South China Sea by John Finnegan . With him are his crewmen Joey ""Tooch"" Pantucci ([[Kevin J. O'Connor , and Joey's girlfriend Leila . Finnegan has been hired to lead a group of mercenaries to an undisclosed location in the middle of the ocean. The mercenaries are: Hanover , Vivo , Mason , Mulligan , Billy , T-Ray , and Mamooli . Meanwhile, the luxury cruise ship Argonautica embarks on its maiden voyage. The ship is the brainchild of Simon Canton and led by Captain Atherton . Canton and Atherton discover a woman, Trillian , attempting to steal from the vault. They lock her in a storeroom as the brig is incomplete. Soon after, a saboteur disables the ship's navigation and communication systems. A large object...",Science Fiction
"Boris Karloff plays the role of Baron Victor Von Frankenstein, who suffered at the hands of the Nazis as punishment for not cooperating with them during World War II. Horribly disfigured, he nevertheless continues his work as a scientist. Needing funds to support his experiments, the Baron allows a television crew to shoot a made-for-television horror film about his monster-making family at his castle in Germany. This arrangement gives the Baron enough money to buy an atomic reactor, which he uses to create a living being, modeled after his own likeness before he had been tortured by Nazis. When the Baron runs out of body parts for his work, however, he proceeds to kill off members of the crew, and even his faithful butler, for more spare parts.",Science Fiction
"Dr. Jeremiah Morley is concerned about an imminent nuclear war. He organizes an expedition of scientists and has them use an atomic-powered machine, capable of drilling through earth and stone, known as the Cyclotram, to find an underground environment where people could escape from nuclear obliteration. The expedition, consisting of Jim Bannon, Marilyn Nash, Otto Waldis, Tom Handley and Dick Cogan begins, after government funding has fallen through and they are bailed out at the last minute with private financing from a newspaper heir Bruce Kellogg, who insists on going with them as a lark. Romantic rivalry develops between Bannon and Kellogg for Nash, and two lives are lost to perils of the expedition, but in the end, the scientists accomplish their goal and find an enormous expanse with plentiful air, its own ocean and phosphorus light. However, the lab rabbits they have brought with them give birth to dead...",Science Fiction
"{{Cleanup}} Fortress 2 takes place about 10 years later. John Brennick is somewhere in North America, apparently still on the run since he takes a shotgun with him everywhere. His son Danny tells him that his wife Karen wants John to come home immediately. When they arrive there are three people waiting for them. They ask John to help them destroy Men-Tel's new power station, saying that the company is on the verge of collapse and ""without their power, they have no power"". John refuses, wanting to protect his family, so the trio leave on a boat. As John waves goodbye, two Men-Tel helicopters appear and John scrambles his family's escape plan. He sends Danny and Karen through an underground passage while he leads the soldiers on a wild goose chase. The battle ends, though, with one helipcopter destroyed, but Brennick's Jeep is overturned. John is then knocked out and...",Science Fiction
"The US Navy nuclear-powered attack submarine USS Jimmy Carter is attacked by a mysterious underwater object that stalks and disables the Seawolf-class super-sub with a powerful electromagnetic pulse. The underwater Arctic research complex Hubris witnesses the attack and reports a rapid rise in the temperature of the Polaris Trench which threatens to melt the ice cap and flood the world's land surface. At an emergency United Nations scientific conference, Hubris director Dr. Ann Fletcher is dismissed when she urges caution and her archrival Dr. Chomsky pushes through a far more aggressive plan to deal with the crisis. When Chomsky's plan fails and contact with the Hubris complex is lost, Dr. Fletcher is asked to participate in a follow-up expedition, which also includes Chomsky, by her ex-husband, Navy Captain Andy Raines. Once at the North Pole, the expedition finds that the Hubris complex is completely intact, but its personnel have been...",Science Fiction
"The story is set in a future world where giant mechanical robots have landed on the Earth. They are being fought by the military . Most of the common people, however, do not know where they came from or what they are. Trixi Asha and Khal Kekoa are two orphans who decide to escape from an army-controlled city. Trixi wants to find her brother Griffin, who was conscripted into the army long ago. They narrowly manage to escape the city, pursued by both the army and a mysterious figure called Mr. Tinker with his ""goonbots"". After some hiking through the forest, they come to a highway, where they get a lift from a truck-driver named Dale to a town called Westlake . On the way, they are ambushed by bandits and lose Dale, and are forced to continue to Westlake alone. Upon arriving, they find a decimated town with destroyed...",Science Fiction
"A narration by Dr. Frank Baxter, an English professor at the University of Southern California, explains the premise of the film and its basis in reality. He briefly discusses the hollow earth theories of John Symmes and Cyrus Teed among others, and says that the movie is a fictionalized representation of this unorthodox point-of-view. Archaeologists Dr. Roger Bentley and Dr. Jud Bellamin stumble upon a race of Sumerian albinos living deep under the Earth. They keep mutant humanoid mole men as their slaves to harvest mushrooms, their primary food source, since they can grow without sunlight. The Sumerian albinos' ancestors moved into the subterranean after the cataclysmic floods in ancient Mesopotamia. Whenever their population increases, they sacrifice old people to the Eye of Ishtar, which is really natural light coming from the surface. These people have lived underground for so long that they are weakened by bright light which the...",Science Fiction
"The film starts later in the day, following a an all-out atomic war, which has apparently destroyed most human civilization, and has left the Earth contaminated with radioactive fallout. The apparent single exception being a box canyon, surrounding by lead-bearing cliffs, in which former Navy Commander Jim Maddison, lives with his daughter, Louise, in a home stocked with supplies and located in the canyon, against just such a holocaust. Into this natural bomb shelter come stumbling several survivors, who just by happenstance were inside the canyon when the war occurred. After initially refusing to admit the others, Jim relents when his daughter pleads with him and appeals to his humanity. Among the survivors are a geologist, Rick - who just by coincidence happens to specialize in uranium mining - , and a small-time hood, Tony , and his ""moll"" Ruby, on their way to San Francisco. After establishing the basic...",Science Fiction
"On an alternate Earth, an industrial civilization is flourishing amid an impending war between two bordering nations, the kingdom of Honneamise and the ""Republic"". Shirotsugh Lhadatt is an unmotivated young man who has drifted into his nation's lackadaisical space program. After the death of a fellow astronaut, he nurtures a close acquaintance with a young religious woman named Riquinni Nonderaiko, whose faith has seen her through some personal hardships. Seeing Lhadatt as a prime example of what mankind is capable of, along with the godliness and ground-breaking nature of his work, she inspires him to become the first man in space. His training as an astronaut parallels his coming of age, and he and the rest of the members of the space project overcome technological difficulties, spiritual doubt, the machinations of their political masters, and a botched assassination attempt by the enemy nation. Amidst the debacle, Lhadatt soon becomes worn...",Science Fiction
"Brothers Walter and Danny can never seem to get along with each other, or with their older teen-aged sister, Lisa . While staying at their divorced father's home while he is away at work, the boys discover an old clockwork-driven space-themed board game called ""Zathura"" in the basement. The two begin to play the game, the goal to be the first to reach the final space named Zathura. During each turn, the game provides a card with instructions, but the two quickly realize the cards affect reality. They soon discover the house is floating on a small rock in outer space, and when they try to warn Lisa about it, they find she is frozen in cryonic sleep as a result of one of the cards. The brother realize that the only way to end the game and hopefully return to Earth is to reach the end space of Zathura....",Science Fiction
"Prior to the destruction of Krypton, the criminals General Zod , Ursa and Non are sentenced by Jor-El to banishment into the Phantom Zone for insurrection, among other crimes. After traveling through the galaxy for many years, the Phantom Zone is shattered near Earth by the shockwave from the harmless detonation of a hydrogen bomb, which had been launched into space by Superman after foiling a terrorists' plot to blow up Paris. The three Kryptonian criminals are freed from the Zone, finding themselves with super-powers granted by the yellow light of Earth's sun. After attacking human astronauts on the moon and the small town of East Houston, Idaho , the three travel to the White House and force the President of the United States to surrender to Zod on behalf of the entire planet during an international television broadcast. When the President pleads for Superman to save the Earth, Zod...",Science Fiction
"In company with her younger brother Robert , and her elderly yet young-at-heart friend Professor Jacques Paganel , teenage Mary Grant journeys to Glasgow to persuade the comically brave Lord Glenarvan to rescue her shipwrecked father, Captain John Grant . The expedition sets sail and ventures halfway around the world, to both South America and New Zealand, respectively. The party suffers many assorted perils including an earthquake, a flood, a fire, an attack by a giant condor and an erupting volcano before finding and rescuing Captain Grant. A subplot involves a gunrunner named Thomas Ayerton , who is a treacherous former crew-member of Captain Grant's ship, and responsible for his disappearance. Another subplot involves a budding romance between young Mary Grant and Lord Glenarvan's handsome and loyal son John .",Science Fiction
"While exploring a cavern in Egypt, Cheng Sinzan discovers a leg armor plate said to be one of six pieces of the Armor of Mars. Cheng is defeated by Laocorn Gaudeamus and his three henchmen before Laocorn attaches the part to his body and destroys the cavern. In Japan, Joe Higashi makes his triumphant return into the ring by defeating Thai champion Hwa Jai after the events of Fatal Fury 2: The New Battle. Joe reunites with Terry and Andy Bogard, as well as Mai Shiranui. While being chased by a masked assailant, Sulia Gaudeamus - Laocorn's sister - befriends Terry. After Big Bear is knocked unconscious by the assailant, Kim Kaphwan defeats him, exposing the assailant as Cheng. Sulia reveals that she has searched for Terry since his battle with Krauser. Sulia, Terry, Andy, Mai and Joe travel to Rhodes, where Sulia reveals that she is a descendent of...",Science Fiction
"{{plot}} News reporter Ichiro Sakai and photographer Junko Nakanishi take pictures of the wreckage caused by a typhoon, uncovering a large scale in the debris. Later that day a giant egg is discovered on the shore. The local villagers salvage it, and scientists come to study the egg. While Sakai and Junko try to ask Professor Miura, one of the scientists, questions about the egg, an entrepreneur of Happy Enterprises named Kumayama scurries the scientists off and explains that he bought the egg from the local villagers. Instead of letting scientists study the egg, Kumayama wants to make it into a large tourist attraction. Sakai, Junko, and Professor Miura are disgusted and believe that Kumayama has no right to keep the egg. While the three are discussing the egg at a hotel, they discover Kumayama checking in. Sakai wonders if somebody else may be working with Kumayama and investigates the...",Science Fiction
"Commander Christopher 'Kit' Draper and Colonel Dan McReady are the crew of Mars Gravity Probe 1. When they reach the planet, they are forced to use up their fuel to avoid an imminent collision with a meteor. With the ship now stuck in orbit, they have no choice but to eject to the surface, the first men on Mars. McReady is killed in the landing, while Draper is stranded in a distant area. He finds a cave for shelter. Then, he figures out how to obtain the rest of what he needs to survive. First, he burns some coal-like rocks for warmth and accidentally discovers that heating them gives off oxygen. This allows him to refill his air tank and move around in the thin atmosphere. On one of his excursions he finds the shattered vehicle of the dead McReady. Draper buries the body under a pile of stones. Afterwards,...",Science Fiction
"The Go-Busters must protect the {{nihongo}} from the evil Vaglass organization. However Enter's new creation Steamloid causes the Buddyloids to rust, making them unable to fight or be used in the Buster Machines. They must now rely on a new Buddyloid, Ene-tan, to get things done.",Science Fiction
"Professor Sir Oliver Lindenbrook , a geologist at the University of Edinburgh, is given a piece of volcanic rock by his admiring student, Alec McEwan . Deciding that the rock is unusually heavy, Lindenbrook, mostly thanks to the carelessness of his lab assistant, Mr. Paisley , discovers a plumb bob inside bearing a cryptic inscription. Lindenbrook and Alec discover that it was left by a scientist named Arne Saknussem, who had, almost 300 years earlier, found a passage to the center of the Earth. After translating the message, Lindenbrook immediately sets off with Alec to follow in the Icelandic pioneer's footsteps. Professor Göteborg of Stockholm , upon receiving correspondence from Lindenbrook regarding the nature of the message, opts to try to reach the Earth's center first. Lindenbrook and McEwan chase him to Iceland. There, Göteborg and his assistant kidnap and imprison them in a cellar. They are freed by an...",Science Fiction
"The film opens as Ben, Gwen, and Kevin are negotiating with a group of black market dealers, who are attempting to sell them alien nanochips. One of them reveals herself to be Elena, a childhood friend of Ben and Gwen and a fellow Plumber's kid. Elena explains that she had set up the negotiations to lure Ben out into the open, and explains that her father has been abducted and that she needs their help to find him. Just as Ben agrees to help her, the chips suddenly spring to life, controlled by a man hiding in the rafters. Kevin sees it as a double cross, though Elena insists that she is not responsible. While the dealers escape, Ben transforms into Big Chill and drives off the intruder. Elena escapes in the confusion, further justifying Kevin's suspicions. Though Gwen quickly sides with Kevin, Ben is not as easily convinced. Arriving...",Science Fiction
"David Freeman is an average 12-year-old American boy living in Fort Lauderdale, Florida in 1978. On the night of July 4, his mother Helen , asks him to get his younger brother, Jeff , from a friend's house on the other side of the woods. While walking through the woods, he falls down into a ravine and is knocked unconscious. He wakes up after what seems like a few moments and walks home. He is shocked to find that his family no longer lives there; somehow he's traveled into the future, 1986. The police take him to a house where he is reunited with his family, now eight years older. Meanwhile, an extraterrestrial spacecraft has crashed into some high-tension power lines. NASA agents convince the police that it is theirs and take it to their base. They intend to study it, but find the craft seamless and impenetrable. In the...",Science Fiction
"It has been many years since a group of humans retreated to an artificial colony below the planet surface. The colorful world that used to exist was ruined by pollution and possible war, making it uninhabitable. Much of recorded history before the move has been forgotten, despite the numerous advances in technology. The last remaining information lies in a vast archive of data, much of it in corrupted formats. Determined to recover this precious information, the ""Archive Excavation Department"" works specifically to restore as much of it as possible. Long ago, the Department used to be excited and full of energy. Now, people know that knowledge of the lost past can bring only sadness. Ura, a particularly motivated member of the department, works long hours to recover history. Riko has lost her passion and desire to know. Then one day, Ura comes upon a record that once decoded, completely changes...",Science Fiction
"On a desolate planet, a team of 12 Xeno project scientists are conducting an archaeological excavation of the ruins of an ancient civilisation. Shortly after an underground tomb network is found to contain crystals and wall inscriptions, photographer Dean White is engulfed in a rock blast and left incapacitated. Deciphering the alien language in the caves, xenolinguist Mitch ([[Trevor Thomas theorises that the civilisation was built on the concept of dualism: the planet orbits a binary star, and a pair of twins seems to have ruled the race that once inhabited it. Medical assistant Sharon finds that an energy field surrounds the crystals, leading her to believe that a ""chemical intelligence"" ordered life on the planet. A deranged Ricky Williams is impelled to re-enter the caves when a sample of crystals starts to pulsate and the chemical intelligence exerts its influence through a mark on his arm. Thrown into a...",Science Fiction
"A scientist named Dr. Sanjay Susra Mehra creates a computer program from which he sends variations of the syllable Om into space, hoping to attract the attention of extraterrestrial life. When he believes he has finally gotten a response, the scientific community mocks him. While driving home, an alien spacecraft appears overhead. Dr. Mehra looks out the window, exclaims, ""UFO!"" and veers off the road. His pregnant wife grabs the steering wheel, causing the car to hit a stone, flip over and explode. Dr. Mehra dies, but his wife, thrown out of the car, survives the wreck and returns home to India. When their son Rohit is born, he is developmentally disabled. His mother raises him in the town of Kasauli, where he grows up to be a man of limited intellect and childish personality, but with a loving heart. Rohit has a number of much younger friends; loyal children...",Science Fiction
"The people of Kalevala are a peaceful hard working people, they have everything they need and want bar the mystical Sampo, a magical mill which will make grain, salt and gold and give prosperity to whoever possesses it. The only person in Kalevala able to make a Sampo is the smith Ilmarinen, however he cannot make it until his sister Annikki has fallen in love. Annikki eventually falls in love with the young hard working Lemminkäinen. All is not perfect however. There is a dark dismal land called Pohjola ruled over by a wicked witch called Louhi, and she wishes for a Sampo, but her wizards are unable to forge one. Louhi is advised that only Ilmarinen is able to forge a Sampo. Louhi sends her enchanted cloak to bring Annikki to Pohjola as ransom. Lemminkäinen runs to Ilmarinen to inform him that his sister has been taken and vows...",Science Fiction
"In a remote arctic research station, government agents Brach and Schiller discover the mysterious genetic scientist Dr. Clerval. A psychological chess game ensues. It turns out that Schiller was a subject in one of Clerval's genetic breeding programs, and was co-dependent of him. Brach once was Clerval's henchman. He feels torn between his love for Schiller and his unadmitted, deep loyalty towards Clerval.",Science Fiction
"= The story follows several citizens and those they encounter after a nuclear attack on Lawrence, Kansas and Kansas City, Missouri. The narrative structure of the film is presented as a before and after scenario with the first half introducing the various characters and their stories. The center section is the nuclear disaster itself. The latter half of the film shows the effects of the fallout on the characters. Dr. Russell Oakes lives in the upper-class Brookside neighborhood with his wife and works in a hospital in downtown Kansas City. He is scheduled to teach a hematology class at the University of Kansas hospital in nearby Lawrence, Kansas, and is en route when he hears an alarming Emergency Broadcast System alert on his car radio. He pulls off the crowded freeway, attempts to contact his wife, but gives up due to the incredibly long line at a phone booth. Oakes...",Science Fiction
"When a singer is horribly disfigured in a car accident, a scientist develops a treatment which can restore her beauty by injecting her with a special serum. While performing the procedure, however, he falls in love with her. As the treatment begins to fail, he determines to save her appearance, regardless of how many women he must kill for her sake. Despite the implication of its American title, the film does not feature an actual vampire. The titular Seddok is actually the brilliant but deranged scientist Dr. Levin, mutated by a chemical formula created using radiation. Dr. Levin studied the effects of radiation on living tissue in post-Hiroshima Japan, and created an imperfect and teratogenic serum, ""Derma 25"", which he later refined into the miraculous healing agent ""Derma 28"" which he uses to treat the heroine. When his supply of Derma 28 runs out, he realizes he must kill to...",Science Fiction
"Doorways centers on Dr. Thomas Mason and his encounter with a mysterious and feral woman known only as Cat who is being investigated by the police and the FBI. Thomas learns that Cat is from a parallel universe and she is trying to find a 'Door' to get back home. Thomas and Cat eventually locate a 'Door' and land in a new parallel world, all the while being chased by Cat's enemies, the servants of the Dark Lord.",Science Fiction
"The film begins with footage from a news cameraman and reporter, who are covering a story about an immigrant man killing his wife and son before committing suicide. The son and wife turn into zombies and kill several medical personnel and police officers but leave one medic and a reporter bitten before being killed. The narrator, Debra, explains most of the footage was never broadcast, but was recorded by the cameraman. A group of young film studies students from the University of Pittsburgh are in the woods making a horror film along with their faculty adviser, Andrew Maxwell, when they hear news of an apparent mass-rioting and mass murder. Two of the students, Ridley and Francine, decide to leave the group, while the project director Jason goes to visit his girlfriend Debra . When she cannot contact her family, they travel to Debra's parent's house in Scranton, Pennsylvania. En route...",Science Fiction
"Three decades after the great war between the humans and the Zentradi, in January of 2040, the U.N. government is developing new technologies to use in their transforming fighter aircraft by running tests on the colony planet Eden. Military test pilots and former childhood friends, loose cannon Isamu Alva Dyson and the Zentradi mixed race Guld Goa Bowman, are selected to each pilot a new aircraft for Project Super Nova, to choose the newest successor to the VF-11 Thunderbolt variable fighter which is currently still in use by the U.N. Spacy military forces. Their own personal grudges end up disrupting the tests, and begin to wreak havoc on the program. Their rivalry heats up when a mutual friend, Myung Fang Lone, shows up. Myung was a childhood friend of both pilots, but the three of them had a falling out, and quickly grew apart. This is alluded to throughout the...",Science Fiction
"In October 1985, during the Soviet invasion of Afganistan and on the eve of nuclear war, a depressed Rorschach, one of several outlawed vigilante superheroes, begins to investigate why all former masked superheroes are either dead or have declined.",Science Fiction
"When inventor Mariko Tanaka , who works for Hitachi appliances, accidentally re-engineers a washing machine for time travel, the Japanese government then convinces her to go back in time to prevent the passage of a fictitious law that would prevent the usage of real estate as collateral for loans, which was a major cause of the bursting of the Japanese asset price bubble. However, when contact is lost after she goes back in time, the government then sends Isao Shimokawaji ([[Hiroshi Abe , who works for the Finance Ministry's Emergency Response Bureau to convince Mariko's estranged daughter Mayumi , to go back in time to investigate . Some knowledge of such things as the presence of electronic turnstiles in the Tokyo subway is helpful with some sight-gags. The film is also notable for the cameo appearances of celebrities who rose to prominence in Japan in the early 90s, including actresses...",Science Fiction
"The film starts as Buddha and his owner Sam are star-gazing. As a shooting star passes, Sam makes a wish that he can touch the moon. The next day is the day of Sam's school field trip to Vision Enterprises to watch a test launch of the Vision 1 space craft. However, since no pets are allowed to go, Sam has to leave Buddha at home. Buddha meets up with the other Buddies, Budderball , Rosebud , B-Dawg , and Mudbud , and invites them to come with him to go to see the test launch. They hide in the school bus and the bus soon arrives at the Vision Enterprises where the launch is. The dogs go to a space-suit machine and put on space-suits before following the group of students, who are being led by Dr. Finkel . The dogs get aboard the space shuttle Vision 1. At...",Science Fiction
"There exists a sleeper cell operating in modern-day Los Angeles; this sleeper cell happens to be from an alien world. The members of the sleeper cell are nothing like average human beings, although they appear indistinguishable to us. They are emotionless and follow orders without question. They are unaware of their true mission on Earth. Human emotions affect the aliens like a virus. The cell has an Enforcer , in charge of investigating agents who are contaminated by emotion. The enforcer is a recent arrival to the planet, and he struggles to understand human ways. When cell agent Adam Bridges betrays his own kind because of his love for a human woman, Cain must hunt him down. In the process, Cain begins to wonder about the purpose of his cell's mission on Earth. Ezekial Smits is the cell's Assimilator, a kind of bureaucratic shrink who orients new arrivals to Earth,...",Science Fiction
"A green-skinned man wanders through the desert with a laser cannon attached to his arm. A spaceship lands and two aliens emerge, one of whom shoots the man, which disintegrates his body. The aliens depart on their spaceship, leaving behind the laser cannon and a metallic pendant the man was wearing. Teenager Billy Duncan wakes up in his bed, seemingly disturbed, and learns his mother is leaving for vacation. He goes to visit his girlfriend Kathy , but her deranged grandfather Colonel Farley makes him leave before he can see her. As Billy drives around town, he is harassed by bullies Chuck Boran and Froggy , and by two police deputies who give him a speeding ticket. Billy wanders into the desert and discovers the laser cannon and pendant. He starts playing with the cannon, pretending to shoot things, then realizes he can fire the weapon while wearing the pendant....",Science Fiction
"A retired model and an elite commando attempt to stop an alien invasion. The aliens try to use global warming to make Earth more suitable to live in. Plot starting at the middle Major Wozniak arrives with military reinforcements, and he goes out into the jungle to investigate. There, an alien-controlled Captain Waters tries to kill Jillian, but stops when the soldiers come to check on her screams. Captain O'Bannon and Dr. Taggert realize that the Aliens are trying to heat up the entire planet to eliminate all life except for insects. The soldiers go out into the woods at night to hunt for aliens, but experience night-vision goggle malfunctions. They are slowly killed off, one by one. Two survive, and return to base. While making more ammunition with one of the others, Caroline asks Mental about O'Bannon's romantic situation. O'Bannon goes off into the jungle to continue investigating, and...",Science Fiction
